PubmedID,Title,Publication Date,Non-academic Author(s),Company Affiliation(s),Corresponding Author Email
37716872,Ciltacabtagene Autoleucel in Patients With Prior Allogeneic Stem Cell Transplant in the CARTITUDE-1 Study.,2023,"Pacaud, Lida; Akram, Muhammad","Legend Biotech USA Inc., Somerset, NJ.; Legend Biotech USA Inc., Somerset, NJ.",sundar.jagannath@mountsinai.org.
37704610,De novo design of highly selective miniprotein inhibitors of integrins αvβ6 and αvβ8.,2023/Sep/13,"Overed-Sayer, Catherine; Finch, Donna K; Lowe, David","Research and Early Development, Respiratory and Immunology, BioPharmaceuticals R&D, AstraZeneca, Cambridge, UK.; Research and Early Development, Respiratory and Immunology, BioPharmaceuticals R&D, AstraZeneca, Cambridge, UK.; Research and Early Development, Respiratory and Immunology, BioPharmaceuticals R&D, AstraZeneca, Cambridge, UK.",dabaker@uw.edu.
37704469,"Classification, risk stratification and response assessment in myelodysplastic syndromes/neoplasms (MDS): A state-of-the-art report on behalf of the International Consortium for MDS (icMDS).",2023,"List, Alan F","Precision BioSciences, Inc., Durham, NC, USA.",amer.zeidan@yale.edu.
37699333,Tumor dynamics in patients with solid tumors treated with pembrolizumab beyond disease progression.,2023/Sep/11,"Topp, Brian G; Mayawala, Kapil; De Alwis, Dinesh P; Rubin, Eric; Snyder, Alexandra","Merck & Co., Inc, Rahway, NJ, USA. Electronic address: brian.topp@merck.com.; Merck & Co., Inc, Rahway, NJ, USA.; Merck & Co., Inc, Rahway, NJ, USA.; Merck & Co., Inc, Rahway, NJ, USA.; Merck & Co., Inc, Rahway, NJ, USA.",brian.topp@merck.com.
37695273,The evolution of payer management of oncology drugs in the United States between 2017 and 2022.,2023,"Runyan, Anne; Yi, Janice; Honcz, Joe","Envision Pharma Group, San Diego, CA.; Envision Pharma Group, San Francisco, CA.; Envision Pharma Group, Milford, CT.",None
37691854,A Druggable FOXA1-Glucocorticoid Receptor Transcriptional Axis Drives Tumor Growth in a Subset of Non-Small Cell Lung Cancer.,2023,"Pankov, Aleksandr; Junttila, Melissa R; Daemen, Anneleen; Friedman, Lori S","ORIC Pharmaceuticals, South San Francisco, California.; ORIC Pharmaceuticals, South San Francisco, California.; ORIC Pharmaceuticals, South San Francisco, California.; ORIC Pharmaceuticals, South San Francisco, California.",None
37684239,Pre-clinical validation of a pan-cancer CAR-T cell immunotherapy targeting nfP2X7.,2023/Sep/08,"Coombs, Justin","Carina Biotech, Level 2 Innovation & Collaboration Centre, UniSA Bradley Building, Adelaide, SA, 5001, Australia.",simon.barry@adelaide.edu.au.
37677918,"A multicenter, open-label phase Ib/II study of cadonilimab (anti PD-1 and CTLA-4 bispecific antibody) monotherapy in previously treated advanced non-small-cell lung cancer (AK104-202 study).",2023,"Song, Weifeng; Wang, Zhongmin Maxwell; Li, Baiyong; Xia, Yu","Akeso Biopharma, Inc., Guangzhou, China.; Akeso Biopharma, Inc., Guangzhou, China.; Akeso Biopharma, Inc., Guangzhou, China.; Akeso Biopharma, Inc., Guangzhou, China.",zhangli@sysucc.org.cn.
37671649,Measurable residual disease monitoring in patients with acute myeloid leukemia treated with lower-intensity therapy: Roadmap from an ELN-DAVID expert panel.,2023,"Walter, Roland B","Translational Science and Therapeutics Division, Fred Hutchinson Cancer Center, Seattle, Washington, USA.",None
37664025,Phase 3 CLEAR study in patients with advanced renal cell carcinoma: outcomes in subgroups for the lenvatinib-plus-pembrolizumab and sunitinib arms.,2023,"Kopyltsov, Evgeny; Burgents, Joseph E; Perini, Rodolfo; He, Cixin; Okpara, Chinyere E; McKenzie, Jodi","State Institution of Healthcare Regional Clinical Oncology Dispensary, Omsk, Russia.; Global Clinical Development, Merck & Co., Inc., Rahway, NJ, United States.; Clinical Research, Merck & Co., Inc., Rahway, NJ, United States.; Biostatistics, Eisai Inc., Nutley, NJ, United States.; Clinical Research, Eisai Ltd., Hatfield, United Kingdom.; Clinical Research, Eisai Inc., Nutley, NJ, United States.",None
37656263,Comparative Effectiveness of Lurbinectedin for the Treatment of Relapsed Small Cell Lung Cancer in the Post-Platinum Setting: A Real-World Canadian Synthetic Control Arm Analysis.,2023,"Baratta, Cristina","Medical Affairs, Oncology, Jazz Pharmaceuticals, Mississauga, ON, Canada.",devon.boyne1@ucalgary.ca.
37651655,"Tisotumab Vedotin in Combination With Carboplatin, Pembrolizumab, or Bevacizumab in Recurrent or Metastatic Cervical Cancer: Results From the innovaTV 205/GOG-3024/ENGOT-cx8 Study.",2023/Dec/20,"Eaton, Lamar; Chisamore, Michael J; Soumaoro, Ibrahima","Genmab US, Princeton, NJ.; Merck & Co, Inc, Rahway, NJ.; Genmab US, Princeton, NJ.",None
37649319,IMPACT: A web server for exploring immunotherapeutic predictive and cancer prognostic biomarkers.,2023,"Xie, Wenchuan; Zhao, Jing; Wang, Yanan; Wang, Guoqiang; Zhu, Xin; Lin, Kequan; Lu, Huafei; Han, Yusheng; Li, Leo; Cai, Shangli","Burning Rock Biotech, Guangdong, China.; Burning Rock Biotech, Guangdong, China.; Burning Rock Biotech, Guangdong, China.; Burning Rock Biotech, Guangdong, China.; Burning Rock Biotech, Guangdong, China.; Burning Rock Biotech, Guangdong, China.; Burning Rock Biotech, Guangdong, China.; Burning Rock Biotech, Guangdong, China.; Burning Rock Biotech, Guangdong, China.; Burning Rock Biotech, Guangdong, China.",None
37648084,PEG2000-PLA-based nanoscale polymeric micelles reduce paclitaxel-related toxicity in beagle dogs.,2023,"Zhou, Jingsong","Shanghai Yizhong Biotechnical Co., Ltd., Shanghai, China. Electronic address: zjs@yizhongpharma.com.",eddiedong8@hotmail.com.
37639589,Leveraging intracellular ALDH1A1 activity for selective cancer stem-like cell labeling and targeted treatment via in vivo click reaction.,2023/Sep/05,"Luu, Long M","Iria Pharma, Champaign, IL 61820.",None
37634830,Integrin-targeting disulfide-crosslinked micellar docetaxel eradicates lung and prostate cancer patient-derived xenografts.,2023/Oct/15,"Zhong, Zhangyan; Chen, Yu","GenePharma, Suzhou 215123, PR China.; GenePharma, Suzhou 215123, PR China.",fhmeng@suda.edu.cn.
37626086,Inhibition of cancer-type amino acid transporter LAT1 suppresses B16-F10 melanoma metastasis in mouse models.,2023/Aug/25,"Endou, Hitoshi","J-Pharma Co., Ltd, Yokohama, Kanagawa, 230-0046, Japan.",ykanai@pharma1.med.osaka-u.ac.jp.
37608772,Pitfalls in machine learning-based assessment of tumor-infiltrating lymphocytes in breast cancer: A report of the International Immuno-Oncology Biomarker Working Group on Breast Cancer.,2023,"Akturk, Guray; Scott, Ely","Translational Molecular Biomarkers, Merck & Co Inc, Rahway, NJ, USA.; Translational Pathology, Translational Sciences and Diagnostics/Translational Medicine/R&D, Bristol Myers Squibb, Princeton, NJ, USA.",None
37608771,Spatial analyses of immune cell infiltration in cancer: current methods and future directions: A report of the International Immuno-Oncology Biomarker Working Group on Breast Cancer.,2023,"Akturk, Guray; Ely, Scott; Hytopoulos, Evangelos","Translational Molecular Biomarkers, Merck & Co Inc, Kenilworth, NJ, USA.; Translational Pathology, Translational Sciences and Diagnostics/Translational Medicine/R&D, Bristol Myers Squibb, Princeton, NJ, USA.; iRhythm Technologies Inc., San Francisco, CA, USA.",None
37606995,Somatic rearrangements causing oncogenic ectodomain deletions of FGFR1 in squamous cell lung cancer.,2023/Nov/01,"Menon, Roopika; Heuckmann, Johannes M","DISCO Pharmaceuticals GmbH, Cologne, Germany.; DISCO Pharmaceuticals GmbH, Cologne, Germany.",None
37593227,"AK112, a novel PD-1/VEGF bispecific antibody, in combination with chemotherapy in patients with advanced non-small cell lung cancer (NSCLC): an open-label, multicenter, phase II trial.",2023,"Li, Wenting; Song, Weifeng; Wang, Zhongmin Maxwell; Li, Baiyong; Xia, Michelle","Akeso Biopharma, Inc., No, 6, Shennong Road, Torch Development Zone, Zhongshan, Guangdong Province, PR China.; Akeso Biopharma, Inc., No, 6, Shennong Road, Torch Development Zone, Zhongshan, Guangdong Province, PR China.; Akeso Biopharma, Inc., No, 6, Shennong Road, Torch Development Zone, Zhongshan, Guangdong Province, PR China.; Akeso Biopharma, Inc., No, 6, Shennong Road, Torch Development Zone, Zhongshan, Guangdong Province, PR China.; Akeso Biopharma, Inc., No, 6, Shennong Road, Torch Development Zone, Zhongshan, Guangdong Province, PR China.",None
37574538,Challenges in the care of patients with RET-altered thyroid cancer: a multicountry mixed-methods study.,2023/Aug/14,"Murray, Suzanne; Péloquin, Sophie; Lazure, Patrice","AXDEV Group Inc, 210-8, Place du Commerce, Brossard, Québec, J4W 3H2, Canada. murrays@axdevgroup.com.; AXDEV Group Inc, 210-8, Place du Commerce, Brossard, Québec, J4W 3H2, Canada.; AXDEV Group Inc, 210-8, Place du Commerce, Brossard, Québec, J4W 3H2, Canada.",murrays@axdevgroup.com.
37563310,Genetics of circulating inflammatory proteins identifies drivers of immune-mediated disease risk and therapeutic targets.,2023,"Folkersen, Lasse","Nucleus Genomics ltd, New York, NY, USA.",j.peters@imperial.ac.uk.
37563300,Generation of precision preclinical cancer models using regulated in vivo base editing.,2024,"Kadina, Anastasia P; Walker, John A; Holden, Kevin","Synthego Corporation, Redwood City, CA, USA.; Synthego Corporation, Redwood City, CA, USA.; Synthego Corporation, Redwood City, CA, USA.",lud2005@med.cornell.edu.
37548831,First-line nivolumab plus ipilimumab in metastatic non-small cell lung cancer: 5-year outcomes in Japanese patients from CheckMate 227 Part 1.,2023,"Li, Li; Gupta, Ravi G; Bushong, Judith","Bristol Myers Squibb, Princeton, NJ, USA.; Bristol Myers Squibb, Princeton, NJ, USA.; Bristol Myers Squibb, Princeton, NJ, USA.",mnishio@jfcr.or.jp.
37536935,Circulating immune cell dynamics as outcome predictors for immunotherapy in non-small cell lung cancer.,2023,"Marcos Rubio, Alvaro; Everaert, Celine; Van Damme, Eufra; De Preter, Katleen","VIB UGent Center for Medical Biotechnology, Ghent, Belgium.; VIB UGent Center for Medical Biotechnology, Ghent, Belgium.; VIB UGent Center for Medical Biotechnology, Ghent, Belgium.; VIB UGent Center for Medical Biotechnology, Ghent, Belgium.",karim.vermaelen@ugent.be.
37531900,Blocking LTB,2023,"Xiao, Wei","State Key Laboratory of New-tech for Chinese Medicine Pharmaceutical Process, Jiangsu Kanion Parmaceutical Co. Ltd., Lianyungang, Jiangsu 222001, PR China.",chunlizheng@126.com.
37516008,Pan-tumor survey of RET fusions as detected by next-generation RNA sequencing identified RET fusion positive colorectal carcinoma as a unique molecular subset.,2023,"Raez, Luis E","Memorial Healthcare System, Pembroke Pines, FL, USA.",nagasakm@hs.uci.edu.
37508543,Adjunct Therapy with T Regulatory Cells Decreases Inflammation and Preserves the Anti-Tumor Activity of CAR T Cells.,2023/Jul/18,"Sadeghi, Tara","Cellenkos Inc., Houston, TX 77005, USA.",None
37499521,A phase I/IB trial of binimetinib in combination with erlotinib in NSCLC harboring activating KRAS or EGFR mutations.,2023,"Sansil, Samer; Neuger, Anthony","Cancer Pharmacokinetics & Pharmacodynamics Core, Moffitt Cancer Center, 12902 Magnolia Dr., Tampa, FL 33612, USA.; Cancer Pharmacokinetics & Pharmacodynamics Core, Moffitt Cancer Center, 12902 Magnolia Dr., Tampa, FL 33612, USA.",andreas.saltos@moffitt.org.
37463106,SMYD3 represses tumor-intrinsic interferon response in HPV-negative squamous cell carcinoma of the head and neck.,2023/Jul/25,"Luo, Xiaolin; Das, Sudipto; Andresson, Thorkell","Ionis Pharmaceuticals, Carlsbad, CA 92010, USA.; Protein Characterization Laboratory, Cancer Research Technology Program, Frederick National Laboratory for Cancer Research, Leidos Biomedical Research, Inc, Frederick, MD 21702, USA.; Protein Characterization Laboratory, Cancer Research Technology Program, Frederick National Laboratory for Cancer Research, Leidos Biomedical Research, Inc, Frederick, MD 21702, USA.",vassiliki.saloura@nih.gov.
37459541,Proxalutamide reduces SARS-CoV-2 infection and associated inflammatory response.,2023/Jul/25,"Yan, Honghua; Zhou, Qianxiang; Ma, Liandong","Kintor Pharmaceutical Limited, Suzhou Industrial Park, Suzhuo 215123, China.; Kintor Pharmaceutical Limited, Suzhou Industrial Park, Suzhuo 215123, China.; Kintor Pharmaceutical Limited, Suzhou Industrial Park, Suzhuo 215123, China.",None
37452374,Individualized dynamic methylation-based analysis of cell-free DNA in postoperative monitoring of lung cancer.,2023/Jul/14,"Zhang, Zhihong; Lizaso, Analyn; Li, Bingsi; Wang, Chenyang; Li, Bing; Li, Xi","Burning Rock Biotech, Guangzhou, 510300, China.; Burning Rock Biotech, Guangzhou, 510300, China.; Burning Rock Biotech, Guangzhou, 510300, China.; Burning Rock Biotech, Guangzhou, 510300, China.; Burning Rock Biotech, Guangzhou, 510300, China.; Burning Rock Biotech, Guangzhou, 510300, China.",wangjun@pkuph.edu.cn.
37449205,Targeting immunosuppressive Ly6C+ classical monocytes reverses anti-PD-1/CTLA-4 immunotherapy resistance.,2023,"Yi, Xiaohui","Bellicum Pharmaceuticals, Inc., Houston, TX, United States.",None
37441599,Bispecific antibodies targeting EGFR/Notch enhance the response to talazoparib by decreasing tumour-initiating cell frequency.,2023,"Zhao, Jian","KOCHKOR Biotech, Inc., Shanghai, Shanghai 201406, China.",None
37437226,"Integrated Radiology, Pathology, and Pharmacy Program to Accelerate Access to Osimertinib.",2023,"Manoogian, Amanda","Partners Health Specialty Pharmacy, Boston, MA.",None
37422924,Lung tumor microphysiological system with 3D endothelium to evaluate modulators of T-cell migration.,2023,"Lamb, Mahdi; Griffin, Suzanne","Genomic Sciences, Research, Pharmaceutical R&D, GSK, Stevenage, UK.; Immuno-Oncology, Research, Pharmaceutical R&D, GSK, Stevenage, UK.",None
37420219,Prognostic roles of hematological indicators for the efficacy and prognosis of immune checkpoint inhibitors in patients with advanced tumors: a retrospective cohort study.,2023/Jul/07,"Zhang, Lei","Hebei Province Pharmaceutical Professional Inspector Corps (Hebei Provincial Vaccine Inspection Center), Shijiazhuang, China.",lyb.he@163.com.
37415224,Deciphering a cell death-associated signature for predicting prognosis and response to immunotherapy in lung squamous cell carcinoma.,2023/Jul/06,"Zhang, Yu; Ma, Sijia; Dai, Shang; Wang, Guoqiang; Lu, Huafei; Cai, Shangli","Burning Rock Biotech, Guangzhou, 510300, China.; Burning Rock Biotech, Guangzhou, 510300, China.; Burning Rock Biotech, Guangzhou, 510300, China.; Burning Rock Biotech, Guangzhou, 510300, China.; Burning Rock Biotech, Guangzhou, 510300, China.; Burning Rock Biotech, Guangzhou, 510300, China.",403092@csu.edu.cn.
37398153,Unknown,2023/Jun/12,"Overed-Sayer, Catherine; Finch, Donna K; Lowe, David","Research and Early Development, Respiratory and Immunology, BioPharmaceuticals R&D, AstraZeneca, Cambridge, United Kingdom.; Research and Early Development, Respiratory and Immunology, BioPharmaceuticals R&D, AstraZeneca, Cambridge, United Kingdom.; Research and Early Development, Respiratory and Immunology, BioPharmaceuticals R&D, AstraZeneca, Cambridge, United Kingdom.",None
37396870,In Silico Discovery of 5'-Modified 7-Deoxy-7-ethynyl-4'-thioadenosine as a HASPIN Inhibitor and Its Synergistic Anticancer Effect with the PLK1 Inhibitor.,2023/Jun/28,"Lee, Hyuk Woo","Future Medicine Company, Limited, Seongnam, Gyeonggi-do 13449, Republic of Korea.",None
37393762,"Efficacy and safety of KN046, a novel bispecific antibody against PD-L1 and CTLA-4, in patients with non-small cell lung cancer who failed platinum-based chemotherapy: a phase II study.",2023,"Xu, Ting; Xu, Mo; Zhi, Lihua; Liu, Qing; Wang, Ni","Medical, Jiangsu Alphamab Biopharmaceuticals Co., Ltd, Suzhou, China.; Medical, Jiangsu Alphamab Biopharmaceuticals Co., Ltd, Suzhou, China.; Medical, Jiangsu Alphamab Biopharmaceuticals Co., Ltd, Suzhou, China.; Medical, Jiangsu Alphamab Biopharmaceuticals Co., Ltd, Suzhou, China.; Biostatistic, Jiangsu Alphamab Biopharmaceuticals Co., Ltd, Suzhou, China.",caicunzhoudr@163.com.
37390764,Ramucirumab plus erlotinib versus placebo plus erlotinib in previously untreated EGFR-mutated metastatic non-small-cell lung cancer (RELAY): exploratory analysis of next-generation sequencing results.,2023,"Graham, H; Butts, B D; Visseren-Grul, C","Eli Lilly and Company, Indianapolis, USA.; Eli Lilly and Company, Indianapolis, USA.; Eli Lilly and Company, Indianapolis, USA.",egaron@mednet.ucla.edu.
37390632,Improved anti-tumor activity of fluorinated camptothecin derivatives 9-fluorocamptothecin and 7-ethyl-9-fluorocamptothecin on hepatocellular carcinoma by targeting topoisomerase I.,2023,"Peng, Li-Zeng","Jinan AISI Pharmaceutical Technology Co Ltd, Jinan 250104, PR China.",liuyqlab@163.com.
37385724,"Phase 1 dose-escalation study of SEA-CD40: a non-fucosylated CD40 agonist, in advanced solid tumors and lymphomas.",2023,"Ansari, Sahar; Jacquemont, Celine; Topletz-Erickson, Ariel; Zhou, Peigen; Schmitt, Michael W","Seagen Inc, Bothell, Washington, USA.; Seagen Inc, Bothell, Washington, USA.; Seagen Inc, Bothell, Washington, USA.; Seagen Inc, Bothell, Washington, USA.; Seagen Inc, Bothell, Washington, USA.",acoveler@uw.edu.
37381723,Biological insights in non-small cell lung cancer.,2023/Jun/28,"Morrison, Blake","Sumitomo Pharma Oncology, Inc., Cambridge, MA and Lehi, UT 84043, USA.",None
37377611,Tumor-infiltrating Leukocyte Profiling Defines Three Immune Subtypes of NSCLC with Distinct Signaling Pathways and Genetic Alterations.,2023,"Nishito, Yukari; Sonobe, Yukiko; Kayukawa, Yoko; Hashimoto, Eri; Takahashi, Mina; Fujii, Etsuko; Nishizawa, Takashi; Maruyama, Toru; Tsukada, Keisuke; Yabuki, Nami; Shimada, Mei; Kitazawa, Takehisa; Natori, Osamu; Sawada, Noriaki; Kato, Atsuhiko; Mizuno, Hideaki; Tsunoda, Hiroyuki","Kamakura Research Laboratories, Chugai Pharmaceutical Co., Ltd., Kamakura, Kanagawa, Japan.; Kamakura Research Laboratories, Chugai Pharmaceutical Co., Ltd., Kamakura, Kanagawa, Japan.; Kamakura Research Laboratories, Chugai Pharmaceutical Co., Ltd., Kamakura, Kanagawa, Japan.; Kamakura Research Laboratories, Chugai Pharmaceutical Co., Ltd., Kamakura, Kanagawa, Japan.; Kamakura Research Laboratories, Chugai Pharmaceutical Co., Ltd., Kamakura, Kanagawa, Japan.; Kamakura Research Laboratories, Chugai Pharmaceutical Co., Ltd., Kamakura, Kanagawa, Japan.; Kamakura Research Laboratories, Chugai Pharmaceutical Co., Ltd., Kamakura, Kanagawa, Japan.; Kamakura Research Laboratories, Chugai Pharmaceutical Co., Ltd., Kamakura, Kanagawa, Japan.; Kamakura Research Laboratories, Chugai Pharmaceutical Co., Ltd., Kamakura, Kanagawa, Japan.; Kamakura Research Laboratories, Chugai Pharmaceutical Co., Ltd., Kamakura, Kanagawa, Japan.; Kamakura Research Laboratories, Chugai Pharmaceutical Co., Ltd., Kamakura, Kanagawa, Japan.; Kamakura Research Laboratories, Chugai Pharmaceutical Co., Ltd., Kamakura, Kanagawa, Japan.; Kamakura Research Laboratories, Chugai Pharmaceutical Co., Ltd., Kamakura, Kanagawa, Japan.; Kamakura Research Laboratories, Chugai Pharmaceutical Co., Ltd., Kamakura, Kanagawa, Japan.; Kamakura Research Laboratories, Chugai Pharmaceutical Co., Ltd., Kamakura, Kanagawa, Japan.; Kamakura Research Laboratories, Chugai Pharmaceutical Co., Ltd., Kamakura, Kanagawa, Japan.; Kamakura Research Laboratories, Chugai Pharmaceutical Co., Ltd., Kamakura, Kanagawa, Japan.",None
37355629,Emerging therapies targeting the delta-like ligand 3 (DLL3) in small cell lung cancer.,2023/Jun/24,"Rudin, Charles M; Bailis, Julie M; Bebb, Gwyn; Goldrick, Amanda; Umejiego, John","Memorial Sloan Kettering Cancer Center, 1275 York Avenue, New York, NY, 10065, USA. rudinc@mskcc.org.; Oncology Research, Amgen Inc., South San Francisco, CA, USA.; Oncology TA-US, Amgen Inc., Thousand Oaks, CA, USA.; Oncology TA-US, Amgen Inc., Thousand Oaks, CA, USA.; Oncology TA-US, Amgen Inc., Thousand Oaks, CA, USA.",rudinc@mskcc.org.
37354546,Bempedoic Acid for Primary Prevention of Cardiovascular Events in Statin-Intolerant Patients.,2023/Jul/11,"Li, Na; Foody, JoAnne; Louie, Michael J","Esperion Therapeutics Inc, Ann Arbor, Michigan.; Esperion Therapeutics Inc, Ann Arbor, Michigan.; Esperion Therapeutics Inc, Ann Arbor, Michigan.",None
37352387,"MTX-13, a Novel PTK7-Directed Antibody-Drug Conjugate with Widened Therapeutic Index Shows Sustained Tumor Regressions for a Broader Spectrum of PTK7-Positive Tumors.",2023/Oct/02,"Kong, Chao; Zhao, Qianqian; Weng, Weining; Ma, Linjie; Meng, Xun; Meng, Tao","Multitude Therapeutics, Xuhui District, Shanghai, China.; Multitude Therapeutics, Xuhui District, Shanghai, China.; Multitude Therapeutics, Xuhui District, Shanghai, China.; Multitude Therapeutics, Xuhui District, Shanghai, China.; Multitude Therapeutics, Xuhui District, Shanghai, China.; MabCare Therapeutics, Shanghai, China.",None
37348348,Randomized phase II adjuvant trial to compare two treatment durations of icotinib (2 years versus 1 year) for stage II-IIIA EGFR-positive lung adenocarcinoma patients (ICOMPARE study).,2023,"Ding, L; Wang, Y; Yuan, X","Betta Pharmaceuticals Co., Ltd, Hangzhou, China.; Betta Pharmaceuticals Co., Ltd, Hangzhou, China.; Betta Pharmaceuticals Co., Ltd, Hangzhou, China.",zlyangyue@bjmu.edu.cn.
37343657,Somatic and germline ATM variants in non-small-cell lung cancer: Therapeutic implications.,2023,"Hernandez-Martinez, Juan-Manuel; Arrieta, Oscar","Thoracic Oncology Unit and Experimental Oncology Laboratory, Instituto Nacional de Cancerología de México (INCan), Mexico; CONACYT-Instituto Nacional de Cancerología, Mexico City, Mexico.; Thoracic Oncology Unit and Experimental Oncology Laboratory, Instituto Nacional de Cancerología de México (INCan), Mexico. Electronic address: ogar@unam.mx.",ogar@unam.mx.
37341856,ALK Inhibitor Treatment Patterns and Outcomes in Real-World Patients with ALK-Positive Non-Small-Cell Lung Cancer: A Retrospective Cohort Study.,2023,"Sussell, Jesse; Lin, Chia-Wei; Ogale, Sarika","Evidence for Access, Genentech Inc., South San Francisco, CA, USA.; Evidence for Access, Genentech Inc., South San Francisco, CA, USA.; Evidence for Access, Genentech Inc., South San Francisco, CA, USA.",Vivek.Rudrapatna@ucsf.edu.
37335901,Health Equity in Patients Receiving Durvalumab for Unresectable Stage III Non-Small Cell Lung Cancer in the US Veterans Health Administration.,2023/Sep/07,"Brannman, Lance; Cotarla, Ion; Mulrooney, Tiernan","Oncology Business Unit, Global Medical Affairs, AstraZeneca Pharmaceuticals, Gaithersburg, MD, USA.; Oncology Business Unit, US Medical Affairs, AstraZeneca Pharmaceuticals, Gaithersburg, MD, USA.; Oncology Business Unit, US Medical Affairs, AstraZeneca Pharmaceuticals, Gaithersburg, MD, USA.",None
37329423,"Efficacy and Tolerability of Ramucirumab Plus Erlotinib in Taiwanese Patients with Untreated, Epidermal Growth Factor Receptor-Mutated, Stage IV Non-small Cell Lung Cancer in the RELAY Study.",2023,"Jen, Min-Hua","Eli Lilly and Company, Bracknell, UK.",jyshih@ntu.edu.tw.
37328119,Re-exposure of chitosan by an inhalable microsphere providing the re-education of TAMs for lung cancer treatment with assistant from sustained H,2023/Jul/25,"Zhang, Cong","Shanghai Frontier Health Pharmaceutical Technology Co., Ltd, People's Republic of China.",xiaojiang_235@163.com.
37318757,Improving biomarker testing in advanced non-small-cell lung cancer and metastatic colorectal cancer: experience from a large community oncology network in the USA.,2023,"Daniel, Davey; Vaena, Daniel; Slater, Dennis; Staszewski, Harry; Fang, Bruno; Seneviratne, Lasika; Yu, Elaine; Price, Richard; Szado, Tania; Meyer, Craig S; Shah, Anuj; Ma, Esprit","OneOncology, Inc., Nashville, TN 37219, USA.; OneOncology, Inc., Nashville, TN 37219, USA.; OneOncology, Inc., Nashville, TN 37219, USA.; OneOncology, Inc., Nashville, TN 37219, USA.; OneOncology, Inc., Nashville, TN 37219, USA.; OneOncology, Inc., Nashville, TN 37219, USA.; Genentech, Inc., South San Francisco, CA 94080, USA.; Genentech, Inc., South San Francisco, CA 94080, USA.; Genentech, Inc., South San Francisco, CA 94080, USA.; Janssen Pharmaceuticals of Johnson & Johnson, South San Francisco, CA 94080, USA.; Gilead Sciences, Inc., Foster City, CA 94404, USA.; Genentech, Inc., South San Francisco, CA 94080, USA.",None
37310183,Variations in Genomic Testing in Non-small Cell Lung Carcinoma: A Healthcare Professional Survey of Current Practices in the UK.,2023/Aug/03,"Desai, Ketul",Novartis Pharmaceuticals UK Limited.,None
37306665,Understanding the patient experience and treatment benefits in patients with non-small-cell lung cancer with brain metastasis.,2023,"Vallow, Susan; Gilloteau, Isabelle; Chassot Agostinho, Andrea","Novartis Services Inc., East Hanover, New Jersey, USA.; Novartis Services Inc., East Hanover, New Jersey, USA.; Novartis Services Inc., East Hanover, New Jersey, USA.",None
37306623,Real-world outcomes among patients with EGFR-mutated non-small cell lung cancer treated with EGFR tyrosine kinase inhibitors versus immunotherapy or chemotherapy in the first-line setting.,2023,"Apple, Jon; Shenolikar, Rahul; De Silva, Kevin; Sun, Ping","AstraZeneca Pharmaceuticals LP, Gaithersburg, Maryland, USA.; AstraZeneca Pharmaceuticals LP, Gaithersburg, Maryland, USA.; AstraZeneca Pharmaceuticals LP, Gaithersburg, Maryland, USA.; AstraZeneca Pharmaceuticals LP, Gaithersburg, Maryland, USA.",None
37302522,"AMT-562, a Novel HER3-targeting Antibody-Drug Conjugate, Demonstrates a Potential to Broaden Therapeutic Opportunities for HER3-expressing Tumors.",2023/Sep/05,"Meng, Tao; Ma, Linjie; Shen, Yi; Wang, Zhaohui; Pan, Rong; Wang, Mingqiao; Chen, Caiwei; Wang, Lijun; Zhang, Jianjian; Zhou, Biao; Liu, Shuhui; Meng, Xun","MabCare Therapeutics, Shanghai, P.R. China.; Multitude Therapeutics, Shanghai, P.R. China.; Multitude Therapeutics, Shanghai, P.R. China.; Abmart Inc, Shanghai, P.R. China.; Abmart Inc, Shanghai, P.R. China.; Abmart Inc, Shanghai, P.R. China.; Multitude Therapeutics, Shanghai, P.R. China.; Multitude Therapeutics, Shanghai, P.R. China.; Multitude Therapeutics, Shanghai, P.R. China.; Multitude Therapeutics, Shanghai, P.R. China.; Multitude Therapeutics, Shanghai, P.R. China.; Multitude Therapeutics, Shanghai, P.R. China.",None
37297026,Irinotecan- vs. Oxaliplatin-Based Doublets in KRAS,2023/Jun/05,"Arkenau, Hendrik-Tobias","Ellipses Pharma, London W1J 8LG, UK.",None
37296463,Molecular correlation of response to pyrotinib in advanced NSCLC with HER2 mutation: biomarker analysis from two phase II trials.,2023/Jun/09,"Zhang, Jiao; Yang, Ying; Lin, Xiang; Zhu, Xiaoyu","Genecast Biotechnology Co., Ltd, Wuxi, 214104, China.; Genecast Biotechnology Co., Ltd, Wuxi, 214104, China.; Jiangsu Hengrui Pharmaceuticals Co., Ltd, Shanghai, China.; Jiangsu Hengrui Pharmaceuticals Co., Ltd, Shanghai, China.",harry_ren@126.com.
37285629,Real-world outcomes in patients with KRAS G12C-mutated advanced non-small cell lung cancer treated with docetaxel in second-line or beyond.,2023,"Hsu, Hil; Younan, Diana; Suri, Gaurav; Chia, Victoria","Center for Observational Research, Amgen Inc., 1 Amgen Center Dr, Thousand Oaks, CA 91320, USA.; Center for Observational Research, Amgen Inc., 1 Amgen Center Dr, Thousand Oaks, CA 91320, USA.; Health Economics and Outcomes Research, Amgen Inc., 4 Uxbridge Business Park, Sanderson Road Uxbridge UB8 1DH, UK.; Center for Observational Research, Amgen Inc., 1 Amgen Center Dr, Thousand Oaks, CA 91320, USA.",jhanelle.gray@moffitt.org.
