PubmedID,Title,Publication Date,Non-academic Author(s),Company Affiliation(s),Corresponding Author Email
37751743,Targeting METTL3 reprograms the tumor microenvironment to improve cancer immunotherapy.,2024/Apr/18,"Yu, Haisheng; Yao, Yingmeng; Zhang, Tiantian; Xiao, Xiangling; Sun, Yishuang; Xiong, Wenjun; Shi, Jie; Dai, Panpan; Xiang, Bolin; Wu, Fei; Hu, Hankun; Zhang, Haojian; He, Housheng Hansen; Zhang, Jinfang","Department of Radiation and Medical Oncology, Medical Research Institute, Frontier Science Center of Immunology and Metabolism, Zhongnan Hospital of Wuhan University, Wuhan University, Wuhan 430071, China; Taikang Center for Life and Medical Sciences, Wuhan University, Wuhan 430071, China.; Department of Radiation and Medical Oncology, Medical Research Institute, Frontier Science Center of Immunology and Metabolism, Zhongnan Hospital of Wuhan University, Wuhan University, Wuhan 430071, China; Taikang Center for Life and Medical Sciences, Wuhan University, Wuhan 430071, China.; Taikang Center for Life and Medical Sciences, Wuhan University, Wuhan 430071, China; Medical Research Institute, Frontier Science Center of Immunology and Metabolism, Wuhan University, Wuhan 430071, China.; Department of Radiation and Medical Oncology, Medical Research Institute, Frontier Science Center of Immunology and Metabolism, Zhongnan Hospital of Wuhan University, Wuhan University, Wuhan 430071, China; Taikang Center for Life and Medical Sciences, Wuhan University, Wuhan 430071, China.; Department of Radiation and Medical Oncology, Medical Research Institute, Frontier Science Center of Immunology and Metabolism, Zhongnan Hospital of Wuhan University, Wuhan University, Wuhan 430071, China; Taikang Center for Life and Medical Sciences, Wuhan University, Wuhan 430071, China.; Department of Radiation and Medical Oncology, Medical Research Institute, Frontier Science Center of Immunology and Metabolism, Zhongnan Hospital of Wuhan University, Wuhan University, Wuhan 430071, China; Taikang Center for Life and Medical Sciences, Wuhan University, Wuhan 430071, China.; Department of Radiation and Medical Oncology, Medical Research Institute, Frontier Science Center of Immunology and Metabolism, Zhongnan Hospital of Wuhan University, Wuhan University, Wuhan 430071, China; Taikang Center for Life and Medical Sciences, Wuhan University, Wuhan 430071, China.; Department of Radiation and Medical Oncology, Medical Research Institute, Frontier Science Center of Immunology and Metabolism, Zhongnan Hospital of Wuhan University, Wuhan University, Wuhan 430071, China.; Department of Radiation and Medical Oncology, Medical Research Institute, Frontier Science Center of Immunology and Metabolism, Zhongnan Hospital of Wuhan University, Wuhan University, Wuhan 430071, China; Taikang Center for Life and Medical Sciences, Wuhan University, Wuhan 430071, China.; Department of Urology, Shandong Provincial Hospital Affiliated to Shandong First Medical University, Jinan 250021, P.R.China.; Department of Pharmacy, Zhongnan Hospital of Wuhan University, School of Pharmaceutical Sciences, Wuhan University, Wuhan 430071, China.; Taikang Center for Life and Medical Sciences, Wuhan University, Wuhan 430071, China; Medical Research Institute, Frontier Science Center of Immunology and Metabolism, Wuhan University, Wuhan 430071, China.; Princess Margaret Cancer Center, University Health Network, Toronto, ON, Canada; Department of Medical Biophysics, University of Toronto, Toronto, ON, Canada.; Department of Radiation and Medical Oncology, Medical Research Institute, Frontier Science Center of Immunology and Metabolism, Zhongnan Hospital of Wuhan University, Wuhan University, Wuhan 430071, China; Taikang Center for Life and Medical Sciences, Wuhan University, Wuhan 430071, China. Electronic address: jinfang_zhang@whu.edu.cn.",jinfang_zhang@whu.edu.cn.
37735777,Transcriptional profiling of molecular pathways allows for the definition of robust lung squamous cell carcinoma molecular subtypes with specific vulnerabilities.,2023,"Vilariño, Noelia; Palmero, Ramón; Nadal, Ernest; Solé, Xavier","Preclinical and Experimental Research in Thoracic Tumors (PrETT), Molecular Mechanisms and Experimental Therapy in Oncology Program (Oncobell), Bellvitge Biomedical Research Institute (IDIBELL), L'Hospitalet de Llobregat, Spain.; Preclinical and Experimental Research in Thoracic Tumors (PrETT), Molecular Mechanisms and Experimental Therapy in Oncology Program (Oncobell), Bellvitge Biomedical Research Institute (IDIBELL), L'Hospitalet de Llobregat, Spain.; Preclinical and Experimental Research in Thoracic Tumors (PrETT), Molecular Mechanisms and Experimental Therapy in Oncology Program (Oncobell), Bellvitge Biomedical Research Institute (IDIBELL), L'Hospitalet de Llobregat, Spain.; Translational Genomics and Targeted Therapies in Solid Tumors, August Pi i Sunyer Biomedical Research Institute (IDIBAPS), Barcelona, Spain.",None
37731641,Clinical outcomes of ramucirumab plus docetaxel in the treatment of patients with non-small cell lung cancer after immunotherapy: a systematic literature review.,2023,"Visseren-Grul, Carla; Rizzo, Maria Teresa; Puri, Tarun; Chenji, Suresh","Eli Lilly and Company, Lilly Corporate Center, Indianapolis, IN, United States.; Eli Lilly and Company, Lilly Corporate Center, Indianapolis, IN, United States.; Eli Lilly and Company, Lilly Corporate Center, Indianapolis, IN, United States.; Eli Lilly and Company, Bengaluru, Karnataka, India.",None
37731022,Tumor microenvironment-mediated immune profiles and efficacy of anti-PD-L1 antibody plus chemotherapy stratified by DLL3 expression in small-cell lung cancer.,2023,"Shiraishi, Kouya; Yagishita, Shigehiro; Hamamoto, Ryuji; Motoi, Noriko; Kohno, Takashi","Division of Genome Biology, National Cancer Center Research Institute, 5-1-1, Tsukiji, Chuo-ku, Tokyo, 104-0045, Japan.; Division of Molecular Pharmacology, National Cancer Center Research Institute, 5-1-1, Tsukiji, Chuo-ku, Tokyo, 104-0045, Japan.; Division of Medical AI Research and Development, National Cancer Center Research Institute, Tokyo, 104-0045, Japan.; Division of Genome Biology, National Cancer Center Research Institute, 5-1-1, Tsukiji, Chuo-ku, Tokyo, 104-0045, Japan.; Division of Genome Biology, National Cancer Center Research Institute, 5-1-1, Tsukiji, Chuo-ku, Tokyo, 104-0045, Japan.",tatyoshi@ncc.go.jp.
37730274,CCL21-DC in situ vaccination in murine NSCLC overcomes resistance to immunotherapy and generates systemic tumor-specific immunity.,2023,"Lim, Raymond J; Du, Yushen; Zhang, Tianhao; Crosson, William; Shabihkhani, Maryam","Molecular and Medical Pharmacology, David Geffen School of Medicine at UCLA, Los Angeles, CA, USA.; Molecular and Medical Pharmacology, David Geffen School of Medicine at UCLA, Los Angeles, CA, USA.; Molecular and Medical Pharmacology, David Geffen School of Medicine at UCLA, Los Angeles, CA, USA.; Molecular and Medical Pharmacology, David Geffen School of Medicine at UCLA, Los Angeles, CA, USA.; Pathology and Laboratory Medicine, David Geffen School of Medicine at UCLA, Los Angeles, California, USA.",sdubinett@mednet.ucla.edu
37722270,Upfront liquid next-generation sequencing in treatment-naïve advanced non-small cell lung cancer patients: A prospective randomised study in the Taiwanese health system.,2023,"Yu, Chong-Jen","Department of Internal Medicine, National Taiwan University Hospital, Taipei, Taiwan; Department of Internal Medicine, National Taiwan University Hospital, Hsin-Chu Branch, Hsinchu, Taiwan.",jyshih@ntu.edu.tw.
37720499,What is the ideal endpoint in early-stage immunotherapy neoadjuvant trials in lung cancer?,2023,"Torri, Valter; Porcu, Luca","Department of Oncology, Institute of Pharmacological Research 'Mario Negri', IRCCS, Milan, Italy.; Department of Oncology, Institute of Pharmacological Research 'Mario Negri', IRCCS, Milan, Italy.",None
37710001,Amivantamab plus lazertinib in osimertinib-relapsed EGFR-mutant advanced non-small cell lung cancer: a phase 1 trial.,2023,"Spira, Alexander I; Haura, Eric B; Sanborn, Rachel E; Cho, Eun Kyung","Virginia Cancer Specialists Research Institute, US Oncology Research, Fairfax, VA, USA.; H. Lee Moffitt Cancer Center & Research Institute, Tampa, FL, USA.; Earle A. Chiles Research Institute, Providence Cancer Institute, Portland, OR, USA.; Gil Medical Center, Gachon University College of Medicine, Incheon, Republic of Korea.",CBC1971@yuhs.ac.
37704166,Randomized open-label controlled study of cancer vaccine OSE2101 versus chemotherapy in HLA-A2-positive patients with advanced non-small-cell lung cancer with resistance to immunotherapy: ATALANTE-1.,2023,"Garcia Campelo, R; Costantini, D; Vasseur, B","Medical Oncology Department, Complejo Hospitalario Universitario A Coruña, Biomedical Research Institute, INIBIC, A Coruña.; Medical Development Department, OSE Immunotherapeutics, Paris, France.; Medical Development Department, OSE Immunotherapeutics, Paris, France.",Benjamin.BESSE@gustaveroussy.fr.
37699333,Tumor dynamics in patients with solid tumors treated with pembrolizumab beyond disease progression.,2023/Sep/11,"Topp, Brian G; Mayawala, Kapil; De Alwis, Dinesh P; Rubin, Eric; Snyder, Alexandra","Merck & Co., Inc, Rahway, NJ, USA. Electronic address: brian.topp@merck.com.; Merck & Co., Inc, Rahway, NJ, USA.; Merck & Co., Inc, Rahway, NJ, USA.; Merck & Co., Inc, Rahway, NJ, USA.; Merck & Co., Inc, Rahway, NJ, USA.",brian.topp@merck.com.
37686200,Detection and Monitoring of Tumor-Derived Mutations in Circulating Tumor DNA Using the UltraSEEK Lung Panel on the MassARRAY System in Metastatic Non-Small Cell Lung Cancer Patients.,2023/Aug/29,"Lozano, Nicolas; Lamy, Pierre-Jean","Institut d'Analyse Génomique Imagenome, Labosud, 34070 Montpellier, France.; Institut d'Analyse Génomique Imagenome, Labosud, 34070 Montpellier, France.",None
37677918,"A multicenter, open-label phase Ib/II study of cadonilimab (anti PD-1 and CTLA-4 bispecific antibody) monotherapy in previously treated advanced non-small-cell lung cancer (AK104-202 study).",2023,"Zhao, Yuanyuan; Song, Weifeng; Wang, Zhongmin Maxwell; Li, Baiyong; Xia, Yu; Zhang, Li","Department of Medical Oncology, Sun Yat-sen University Cancer Center; State Key Laboratory of Oncology in South China; Collaborative Innovation Center for Cancer, Guangzhou, China.; Akeso Biopharma, Inc., Guangzhou, China.; Akeso Biopharma, Inc., Guangzhou, China.; Akeso Biopharma, Inc., Guangzhou, China.; Akeso Biopharma, Inc., Guangzhou, China.; Department of Medical Oncology, Sun Yat-sen University Cancer Center; State Key Laboratory of Oncology in South China; Collaborative Innovation Center for Cancer, Guangzhou, China. Electronic address: zhangli@sysucc.org.cn.",zhangli@sysucc.org.cn.
37675321,Developments in targeted therapy & immunotherapy-how non-small cell lung cancer management will change in the next decade: a narrative review.,2023/Aug/30,"Mok, Kevin K S","Department of Clinical Oncology, Prince of Wales Hospital, Hong Kong, China.",None
37660479,The search for therapeutic targets in lung cancer: Preclinical and human studies of carcinoembryonic antigen-related cell adhesion molecule 5 expression and its associated molecular landscape.,2023,"Scoazec, Jean-Yves","Department of Pathology and Laboratory Medicine, Gustave Roussy, Villejuif , France; Faculté de Médecine de Bicêtre, Université Paris-Saclay, Le Kremlin-Bicêtre, France.",christophe.henry@sanofi.com.
37657460,"Tumor Treating Fields therapy with standard systemic therapy versus standard systemic therapy alone in metastatic non-small-cell lung cancer following progression on or after platinum-based therapy (LUNAR): a randomised, open-label, pivotal phase 3 study.",2023,"Zhang, Li; Greil, Richard","State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center (SYSUCC), Guangzhou, China.; Salzburg Cancer Research Institute-Center for Clinical Cancer and Immunology Trials (SCRI-CCCIT), Salzburg, Austria; Paracelsus Medical University Salzburg, Salzburg, Austria; Cancer Cluster, Salzburg, Austria.",ticiana.a.leal@emory.edu.
37651020,Difficulties on the access to innovative targeted therapies for lung cancer in Spain.,2024,"Sánchez, Alfredo","Consorcio Hospital Provincial, Castellón, Spain.",vircalvo@hotmail.com.
40027286,Moving liquid biopsies to the Front-line of lung cancer treatment decisions.,2023,"Raez, Luis E; Carracedo, Carlos; Rosas, Daniel; Alvarez, Andres M","Thoracic Oncology Program, Memorial Cancer Institute, Memorial Healthcare System, Florida International University (FAU), Florida Cancer Center of Excellence, United States.; Hematology/Oncology Program, Memorial Cancer Institute, Memorial Healthcare System, United States.; Hematology/Oncology Program, Memorial Cancer Institute, Memorial Healthcare System, United States.; Oncology Research Program, Memorial Cancer Institute, Memorial Healthcare System, United States.",None
37629023,Real-World Experience in Treatment of Patients with Non-Small-Cell Lung Cancer with BRAF or cMET Exon 14 Skipping Mutations.,2023/Aug/16,"Płużański, Adam","Department of Lung Cancer and Chest Tumours, The Maria Skłodowska-Curie National Research Institute of Oncology, 00-001 Warsaw, Poland.",None
37606995,Somatic rearrangements causing oncogenic ectodomain deletions of FGFR1 in squamous cell lung cancer.,2023/Nov/01,"Menon, Roopika; Heuckmann, Johannes M","DISCO Pharmaceuticals GmbH, Cologne, Germany.; DISCO Pharmaceuticals GmbH, Cologne, Germany.",None
37605861,Effectiveness of crizotinib in patients with ,2023,"Emir, Birol; Wiltshire, Robin","Pfizer Inc., 235 E 42nd St, New York, NY 10017, USA.; Pfizer Inc., 235 E 42 St, New York, NY 10017, USA.",None
37603596,Expressed Barcoding Enables High-Resolution Tracking of the Evolution of Drug Tolerance.,2023/Nov/01,"Alford, John; Fan, Lin; Burks, Tyler; Mansur, Leandra; Iartchouk, Oleg; Reece-Hoyes, John","Chemical Biology & Therapeutics, Novartis Institutes for BioMedical Research, Cambridge, Massachusetts.; Chemical Biology & Therapeutics, Novartis Institutes for BioMedical Research, Cambridge, Massachusetts.; Chemical Biology & Therapeutics, Novartis Institutes for BioMedical Research, Cambridge, Massachusetts.; Chemical Biology & Therapeutics, Novartis Institutes for BioMedical Research, Cambridge, Massachusetts.; Chemical Biology & Therapeutics, Novartis Institutes for BioMedical Research, Cambridge, Massachusetts.; Chemical Biology & Therapeutics, Novartis Institutes for BioMedical Research, Cambridge, Massachusetts.",None
37593227,"AK112, a novel PD-1/VEGF bispecific antibody, in combination with chemotherapy in patients with advanced non-small cell lung cancer (NSCLC): an open-label, multicenter, phase II trial.",2023,"Zhao, Yuanyuan; Chen, Gang; Zhuang, Wu; Zhang, Weidong; Zhang, Yu; Li, Wenting; Song, Weifeng; Wang, Zhongmin Maxwell; Li, Baiyong; Xia, Michelle; Yang, Yunpeng; Fang, Wenfeng; Huang, Yan; Zhang, Li","Department of Medical Oncology, Sun Yat-Sen University Cancer Center, State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangzhou, PR China.; Department of Medical Oncology, Sun Yat-Sen University Cancer Center, State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangzhou, PR China.; Department of Thoracic Medical Oncology, Fujian Provincial Cancer Hospital, Fuzhou, PR China.; Department of Respiratory and Critical Care Medicine, Hunan Provincial People's Hospital, Changsha, PR China.; Department of Oncology, Guizhou Provincial People's Hospital, Guiyang, PR China.; Akeso Biopharma, Inc., No, 6, Shennong Road, Torch Development Zone, Zhongshan, Guangdong Province, PR China.; Akeso Biopharma, Inc., No, 6, Shennong Road, Torch Development Zone, Zhongshan, Guangdong Province, PR China.; Akeso Biopharma, Inc., No, 6, Shennong Road, Torch Development Zone, Zhongshan, Guangdong Province, PR China.; Akeso Biopharma, Inc., No, 6, Shennong Road, Torch Development Zone, Zhongshan, Guangdong Province, PR China.; Akeso Biopharma, Inc., No, 6, Shennong Road, Torch Development Zone, Zhongshan, Guangdong Province, PR China.; Department of Medical Oncology, Sun Yat-Sen University Cancer Center, State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangzhou, PR China.; Department of Medical Oncology, Sun Yat-Sen University Cancer Center, State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangzhou, PR China.; Department of Medical Oncology, Sun Yat-Sen University Cancer Center, State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangzhou, PR China.; Department of Medical Oncology, Sun Yat-Sen University Cancer Center, State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangzhou, PR China.",None
37589215,Outcomes of Combination Platinum-Doublet Chemotherapy and Anti-PD(L)-1 Blockade in KRASG12C-Mutant Non-Small Cell Lung Cancer.,2023/Nov/02,"Arcila, Maria E; Baine, Marina K","Department of Pathology and Laboratory Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA.; Department of Pathology and Laboratory Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA.",None
40027288,"Implementation of the clinical practice of liquid biopsies for thoracic oncology the experience of the RespirERA university hospital institute (Nice, France).",2023,"Hofman, Paul","Côte d'Azur University, IHU RespirERA, FHU OncoAge, Laboratory of Clinical and Experimental Pathology, BB-0033-00025, Louis Pasteur Hospital, Nice, France.",None
37577307,A narrative review of methods for the identification of ,2023/Jul/31,"Hernandez, Susana; Conde, Esther; Alonso, Marta; Bote de Cabo, Helena; Zugazagoitia, Jon; Paz-Ares, Luis; Lopez-Rios, Fernando","Pathology Department, Hospital Universitario 12 de Octubre, Research Institute Hospital 12 de Octubre (i+12), Madrid, Spain.; Pathology Department, Hospital Universitario 12 de Octubre, Universidad Complutense de Madrid, Research Institute Hospital 12 de Octubre (i+12), Ciberonc, Madrid, Spain.; Pathology Department, Hospital Universitario 12 de Octubre, Research Institute Hospital 12 de Octubre (i+12), Madrid, Spain.; Oncology Department, Hospital Universitario 12 de Octubre, H12O-CNIO Lung Cancer Clinical Research Unit, Research Institute Hospital 12 de Octubre (i+12)/Spanish National Cancer Research Center (CNIO), Madrid, Spain.; Oncology Department, Hospital Universitario 12 de Octubre, H12O-CNIO Lung Cancer Clinical Research Unit, Research Institute Hospital 12 de Octubre (i+12)/Spanish National Cancer Research Center (CNIO), Ciberonc, Madrid, Spain.; Oncology Department, Hospital Universitario 12 de Octubre, Universidad Complutense de Madrid, H12O-CNIO Lung Cancer Clinical Research Unit, Research Institute Hospital 12 de Octubre (i+12)/Spanish National Cancer Research Center (CNIO), Ciberonc, Madrid, Spain.; Pathology Department, Hospital Universitario 12 de Octubre, Universidad Complutense de Madrid, Research Institute Hospital 12 de Octubre (i+12), Ciberonc, Madrid, Spain.",None
37568465,PD-1/PD-L1 Inhibitors as Monotherapy in the First-Line Treatment of Advanced Non-Small Cell Lung Cancer Patients with High PD-L1 Expression: An Expert Position Statement.,2023/Aug/01,"Sánchez, Alfredo","Medical Oncology Department, Consorci Hospitalari Provincial de Castelló, 12002 Castelló, Spain.",None
37548831,First-line nivolumab plus ipilimumab in metastatic non-small cell lung cancer: 5-year outcomes in Japanese patients from CheckMate 227 Part 1.,2023,"Li, Li; Gupta, Ravi G; Bushong, Judith","Bristol Myers Squibb, Princeton, NJ, USA.; Bristol Myers Squibb, Princeton, NJ, USA.; Bristol Myers Squibb, Princeton, NJ, USA.",mnishio@jfcr.or.jp.
37544307,"Refractory response to entrectinib for ROS-1 rearranged NSCLC with concurrent de novo TP53 mutation showing good response to CNS lesion, but poor duration of response: A case report.",2023,"Nishio, Miho; Ushiro, Kengo","Department of Clinical Laboratory, Matsusaka Municipal Hospital, Matsusaka, Japan.; Department of Clinical Laboratory, Matsusaka Municipal Hospital, Matsusaka, Japan.",None
37542343,Network approach in liquidomics landscape.,2023/Aug/04,"Paccagnella, Elisa; De Falco, Elena","Department of Medical Surgical Sciences and Biotechnologies, Sapienza University of Rome, C.So Della Repubblica 79, 04100, Latina, Italy.; Department of Medical Surgical Sciences and Biotechnologies, Sapienza University of Rome, C.So Della Repubblica 79, 04100, Latina, Italy.",Federico_fazio@outlook.it.
37536935,Circulating immune cell dynamics as outcome predictors for immunotherapy in non-small cell lung cancer.,2023,"Marcos Rubio, Alvaro; Everaert, Celine; Van Damme, Eufra; De Preter, Katleen; Vermaelen, Karim","VIB UGent Center for Medical Biotechnology, Ghent, Belgium.; VIB UGent Center for Medical Biotechnology, Ghent, Belgium.; VIB UGent Center for Medical Biotechnology, Ghent, Belgium.; VIB UGent Center for Medical Biotechnology, Ghent, Belgium.; Cancer Research Institute Ghent (CRIG), Ghent University, Ghent, Belgium karim.vermaelen@ugent.be.",karim.vermaelen@ugent.be.
37531736,Time from immune checkpoint inhibitor to sotorasib use correlates with risk of hepatotoxicity in non-small cell lung cancer: A brief report.,2023,"Chen, Zong-Ming","Department of Laboratory Medicine and Pathology, Mayo Clinic, Rochester, MN, USA.",dimou.anastasios@mayo.edu.
37516008,Pan-tumor survey of RET fusions as detected by next-generation RNA sequencing identified RET fusion positive colorectal carcinoma as a unique molecular subset.,2023,"Raez, Luis E","Memorial Healthcare System, Pembroke Pines, FL, USA.",nagasakm@hs.uci.edu.
37507657,A phase Ib/II study of galunisertib in combination with nivolumab in solid tumors and non-small cell lung cancer.,2023/Jul/28,"Saleh, Mansoor; Antonia, Scott; Zhao, Yumin; Gueorguieva, Ivelina; Man, Michael; Estrem, Shawn T; Liu, Jiangang; Avsar, Emin; Lin, Wen Hong; Benhadji, Karim A; Gandhi, Leena; Guba, Susan C","University of Alabama, Birmingham, AL, USA.; H. Lee Moffitt Cancer Center and Research Institute, Tampa, FL, USA.; Eli Lilly and Company, Indianapolis, IN, USA.; Eli Lilly and Company, Indianapolis, IN, USA.; Eli Lilly and Company, Indianapolis, IN, USA.; Eli Lilly and Company, Indianapolis, IN, USA.; Eli Lilly and Company, Indianapolis, IN, USA.; Eli Lilly and Company, Indianapolis, IN, USA.; Bristol Myers Squibb, Princeton, NJ, USA.; Eli Lilly and Company, Indianapolis, IN, USA.; Eli Lilly and Company, Indianapolis, IN, USA.; Eli Lilly and Company, Indianapolis, IN, USA.",esnadal@iconcologia.net.
37504341,Lorlatinib Effectiveness and Quality-of-Life in Patients with ALK-Positive NSCLC Who Had Failed Second-Generation ALK Inhibitors: Canadian Real-World Experience.,2023/Jul/08,"Banerji, Shantanu; Liu, Geoffrey","CancerCare Manitoba Research Institute, Rady Faculty of Health Sciences, University of Manitoba, Winnipeg, MB R3E 0V9, Canada.; Princess Margaret Cancer Centre, Temerty School of Medicine, University of Toronto, Toronto, ON M5G 2M9, Canada.",None
37504336,Canadian Consensus Recommendations on the Management of KRAS G12C-Mutated NSCLC.,2023/Jul/06,"Banerji, Shantanu O; Leighl, Natasha B; Sacher, Adrian; Sheffield, Brandon S; Wheatley-Price, Paul F","CancerCare Manitoba Research Institute, Department of Internal Medicine, Rady Faculty of Health Sciences, University of Manitoba, Winnipeg, MB R3E 0V9, Canada.; Department of Medicine, Princess Margaret Cancer Centre, University Health Network, University of Toronto, Toronto, ON M5S 1A8, Canada.; Department of Medicine, Princess Margaret Cancer Centre, University Health Network, University of Toronto, Toronto, ON M5S 1A8, Canada.; Department of Laboratory Medicine, William Osler Health System, Brampton, ON L6R 3J7, Canada.; Department of Medicine, The Ottawa Hospital Research Institute, The Ottawa Hospital, University of Ottawa, Ottawa, ON K1H 8L6, Canada.",None
37499521,A phase I/IB trial of binimetinib in combination with erlotinib in NSCLC harboring activating KRAS or EGFR mutations.,2023,"Sansil, Samer; Neuger, Anthony","Cancer Pharmacokinetics & Pharmacodynamics Core, Moffitt Cancer Center, 12902 Magnolia Dr., Tampa, FL 33612, USA.; Cancer Pharmacokinetics & Pharmacodynamics Core, Moffitt Cancer Center, 12902 Magnolia Dr., Tampa, FL 33612, USA.",andreas.saltos@moffitt.org.
37495171,STK11/LKB1-Deficient Phenotype Rather Than Mutation Diminishes Immunotherapy Efficacy and Represents STING/Type I Interferon/CD8,2023,"Li, Anlin; Wang, Yuanyuan; Yu, Zhixin; Tan, Zihui; He, Lina; Fu, Sha; Shi, Mengting; Du, Wei; Luo, Linfeng; Li, Zhichao; Liu, Jiaqing; Zhou, Yixin; Fang, Wenfeng; Yang, Yunpeng; Zhang, Li; Hong, Shaodong","Department of Medical Oncology, Sun Yat-sen University Cancer Center, Guangzhou, People's Republic of China; State Key Laboratory of Oncology in South People's Republic of China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou, People's Republic of China.; Department of Medical Oncology, Sun Yat-sen University Cancer Center, Guangzhou, People's Republic of China; State Key Laboratory of Oncology in South People's Republic of China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou, People's Republic of China.; State Key Laboratory of Oncology in South People's Republic of China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou, People's Republic of China; Department of VIP Region, Sun Yat-sen University Cancer Center, Guangzhou, People's Republic of China.; State Key Laboratory of Oncology in South People's Republic of China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou, People's Republic of China; Department of Thoracic Surgery, Sun Yat-sen University Cancer Center, Guangzhou, People's Republic of China.; State Key Laboratory of Oncology in South People's Republic of China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou, People's Republic of China.; Department of Cellular and Molecular Diagnostics Center, Sun Yat-Sen Memorial Hospital, Sun Yat-Sen University, Guangzhou, People's Republic of China; Guangdong Provincial Key Laboratory of Malignant Tumor Epigenetics and Gene Regulation of Sun Yat-Sen University, Guangzhou, People's Republic of China.; Department of Medical Oncology, Sun Yat-sen University Cancer Center, Guangzhou, People's Republic of China; State Key Laboratory of Oncology in South People's Republic of China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou, People's Republic of China; Zhongshan School of Medicine, Sun Yat-sen University, Guangzhou, People's Republic of China.; Department of Medical Oncology, Sun Yat-sen University Cancer Center, Guangzhou, People's Republic of China; State Key Laboratory of Oncology in South People's Republic of China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou, People's Republic of China.; Department of Medical Oncology, Sun Yat-sen University Cancer Center, Guangzhou, People's Republic of China; State Key Laboratory of Oncology in South People's Republic of China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou, People's Republic of China.; State Key Laboratory of Oncology in South People's Republic of China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou, People's Republic of China; Department of Thoracic Surgery, Sun Yat-sen University Cancer Center, Guangzhou, People's Republic of China.; Department of Medical Oncology, Sun Yat-sen University Cancer Center, Guangzhou, People's Republic of China; State Key Laboratory of Oncology in South People's Republic of China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou, People's Republic of China.; State Key Laboratory of Oncology in South People's Republic of China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou, People's Republic of China; Department of VIP Region, Sun Yat-sen University Cancer Center, Guangzhou, People's Republic of China.; Department of Medical Oncology, Sun Yat-sen University Cancer Center, Guangzhou, People's Republic of China; State Key Laboratory of Oncology in South People's Republic of China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou, People's Republic of China.; Department of Medical Oncology, Sun Yat-sen University Cancer Center, Guangzhou, People's Republic of China; State Key Laboratory of Oncology in South People's Republic of China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou, People's Republic of China.; Department of Medical Oncology, Sun Yat-sen University Cancer Center, Guangzhou, People's Republic of China; State Key Laboratory of Oncology in South People's Republic of China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou, People's Republic of China.; Department of Medical Oncology, Sun Yat-sen University Cancer Center, Guangzhou, People's Republic of China; State Key Laboratory of Oncology in South People's Republic of China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou, People's Republic of China. Electronic address: hongshd@sysucc.org.cn.",hongshd@sysucc.org.cn.
